source_record_id,release_batch,source_domain,record_action,first_name,last_name,state,vehicle_ref,effective_date,observed_date,source_description
UP6ZPXVZ18H9A89M,T1,title,new_record,SYNGIV-X,SYNFAM-Lwtazfc,MD,VH-7924783686,2026-08-07,2026-08-11,source_refresh_a
UP627M0ZORF8X8US,T1,address,status_update,SYNGIV-Lyeszyj,SYNFAM-Xzxty,SC,,2026-08-08,2026-08-09,source_refresh_a
UP6CQLPVUKBPU62U,T1,license,new_record,SYNGIV-Lolx,SYNFAM-Xpowznv,SC,,2026-07-07,2026-08-11,correction_feed_c
UP69DNZNW57J6Q0E,T1,title,record_correction,SYNGIV-B,SYNFAM-Eszxld,NJ,VH-1120159412,2026-07-07,2026-08-08,late_event_feed_d
UP6W6AEQYF6SWFRI,T1,title,record_correction,SYNGIV-Bfpyety,SYNFAM-Eszxld,DE,VH-1120159412,2026-07-25,2026-08-10,correction_feed_c
UP6DYZ5YZG83ZOMX,T1,license,new_record,SYNGIV-Dlds,SYNFAM-Xlihpww,DE,,2026-07-01,2026-08-10,source_refresh_b
UP63TQAR7MVHXV17,T1,license,status_update,SYNGIV-Dlsdl,SYNFAM-Xlihpww,NJ,,2026-06-23,2026-08-10,source_refresh_b
UP6AKP7U04QQWDUV,T1,title,record_correction,SYNGIV-Uply,SYNFAM-Zcetk,DE,VH-4989746868,2026-07-24,2026-08-09,source_refresh_a
UP6IKFUCF5DD72BC,T1,address,status_update,SYNGIV-U,SYNFAM-Zcetk,MD,,2026-07-05,2026-08-08,late_event_feed_d
UP6014V31Q7B20H6,T1,license,record_correction,SYNGIV-C,SYNFAM-Azhpww,MD,,2026-07-22,2026-08-10,source_refresh_a
UP6S89H3PAE4NNZ0,T1,address,status_update,SYNGIV-Czmty,SYNFAM-Azhpww,DE,,2026-08-03,2026-08-10,late_event_feed_d
UP67NRYV2D25R3MH,T1,address,new_record,SYNGIV-Espol,SYNFAM-Htwopc,DE,,2026-07-17,2026-08-08,late_event_feed_d
UP6Y19Z9P4YC7B67,T1,external,status_update,SYNGIV-Espo,SYNFAM-Htwopc,MD,,2026-07-03,2026-08-10,source_refresh_b
UP6O5ILUP60I5P6I,T1,license,new_record,SYNGIV-Vtxmpcwtp,SYNFAM-lNcepc,PA,,2026-07-02,2026-08-10,source_refresh_b
UP6PSL1YBSM2P6DN,T1,license,new_record,SYNGIV-Htyoj,SYNFAM-Nlcepc,DE,,2026-07-12,2026-08-11,source_refresh_a
UP61UUKYWZ2HIVD1,T1,address,new_record,SYNGIV-Ufotes,SYNFAM-Xnnwpwwly,DE,,2026-07-17,2026-08-08,source_refresh_b
UP6N141V4YV1WEPJ,T1,address,new_record,SYNGIV-Ufotes,SYNFAM-Xnnwpwwly,DE,,2026-07-06,2026-08-11,late_event_feed_d
UP6D7HTL6L3IJNSZ,T1,external,record_correction,SYNGIV-Xzcrly,SYNFAM-Wp,MD,,2026-07-04,2026-08-08,source_refresh_b
UP6KG5KLB9VCH6AK,T1,license,new_record,SYNGIV-X,SYNFAM-Wp,MD,,2026-07-31,2026-08-09,correction_feed_c
UP6C5QPFCEMOP7UB,T1,license,new_record,SYNGIV-Ilgtpy,SYNFAM-Apcpl,DE,,2026-06-19,2026-08-09,source_refresh_b
UP6VLJV5HO7EBTEG,T1,license,record_correction,SYNGIV-Ilgtp,SYNFAM-Apcpl,DE,,2026-06-29,2026-08-08,source_refresh_b
UP61EJHVJ3M68UUY,T1,license,record_correction,SYNGIV-Olytpwwp,SYNFAM-Klsz,PA,,2026-08-05,2026-08-09,source_refresh_b
UP6OGKQDER1PJKTQ,T1,external,new_record,SYNGIV-Wjotl,SYNFAM-Xpyozkl,DE,,2026-06-21,2026-08-08,late_event_feed_d
UP6UHJ7VNC5ZHPQ4,T1,license,new_record,SYNGIV-Dtoypj,SYNFAM-Rzyklwpk,DE,,2026-06-28,2026-08-08,correction_feed_c
UP68ZNODVXPZHCGR,T1,address,status_update,SYNGIV-Rclye,SYNFAM-Rzyklwpk,PA,,2026-07-31,2026-08-09,source_refresh_a
UP6M1ROFG4H8OKI6,T1,title,new_record,SYNGIV-Dsltyoj,SYNFAM-Apcpl,VA,VH-6557630110,2026-06-28,2026-08-09,source_refresh_b
UP6S6AWRJDTWE9P6,T1,external,record_correction,SYNGIV-D,SYNFAM-Apcpl,VA,,2026-07-30,2026-08-10,correction_feed_c
UP6RYOJ2T3S0YGHK,T1,external,new_record,SYNGIV-Czylwo,SYNFAM-Vwptypc,DE,,2026-08-02,2026-08-11,source_refresh_b
UP6UPI8LV4CLALJ7,T1,external,record_correction,SYNGIV-Cpmpnnl,SYNFAM-Szorpd,PA,,2026-07-15,2026-08-11,source_refresh_b
UP6V5EFVSZMNOIX5,T1,license,status_update,SYNGIV-Xlctl,SYNFAM-Vtyrdwpj,MD,,2026-07-01,2026-08-11,correction_feed_c
UP6CS5SAEEFAT87G,T1,external,new_record,SYNGIV-Nzctyl,SYNFAM-Vtydrwpj,DE,,2026-07-27,2026-08-10,source_refresh_b
UP6ZT699HVEGPC21,T1,license,record_correction,SYNGIV-C,SYNFAM-Slww,NJ,,2026-07-01,2026-08-09,source_refresh_a
UP6BDO8DJII72H3L,T1,external,new_record,SYNGIV-Ncjdelw,SYNFAM-Delwpj,DE,,2026-06-19,2026-08-08,source_refresh_b
UP625RT40XARYI9B,T1,license,status_update,SYNGIV-Eszxld,SYNFAM-Lwwpy,DE,,2026-07-20,2026-08-10,source_refresh_a
UP6TFGQTYBBJN4CC,T1,title,new_record,SYNGIV-Xlcet,SYNFAM-Lwwpy,DE,VH-2243734868,2026-06-18,2026-08-10,correction_feed_c
UP6YF16C1LGFNCLL,T1,external,status_update,SYNGIV-Lyocpl,SYNFAM-Nlfowp,DE,,2026-07-02,2026-08-09,late_event_feed_d
UP6FW5YUFFZLHSA4,T1,title,new_record,SYNGIV-Vpyoctnv,SYNFAM-Xpyopk,DE,VH-4418562284,2026-06-23,2026-08-11,source_refresh_b
UP6SSR4KU6M4469Q,T1,license,record_correction,SYNGIV-L,SYNFAM-Dlyetlrz,DE,,2026-07-21,2026-08-09,late_event_feed_d
UP6T0A1NVH8GV0RS,T1,title,new_record,SYNGIV-Xlctls,SYNFAM-Dlyetlrz,PA,VH-6314434619,2026-07-11,2026-08-09,correction_feed_c
UP6AXZY5YFF05EZP,T1,address,status_update,SYNGIV-Zwtgtl,SYNFAM-Xzclwpd,DE,,2026-07-26,2026-08-08,source_refresh_a
UP622JW77YAFVBHN,T1,title,new_record,SYNGIV-Zwtgtl,SYNFAM-Xzclwpd,DE,VH-9113859693,2026-06-28,2026-08-09,late_event_feed_d
UP61G4S5XPJ6AAA8,T1,license,record_correction,SYNGIV-Uzdtls,SYNFAM-Apyypww,MD,,2026-07-11,2026-08-08,late_event_feed_d
UP6ATK0BZ95WQBLC,T1,license,record_correction,SYNGIV-Olcwpyp,SYNFAM-Apyypww,MD,,2026-07-23,2026-08-10,late_event_feed_d
UP6G975PK02K329E,T1,address,status_update,SYNGIV-Uzcrp,SYNFAM-Nzjyp,DE,,2026-07-01,2026-08-11,correction_feed_c
UP6ESLGHRGPU74TK,T1,title,new_record,SYNGIV-Ufotes,SYNFAM-Xldzy,PA,VH-8556173639,2026-06-28,2026-08-11,source_refresh_a
UP6992P58P3GYRCY,T1,address,new_record,SYNGIV-Uzylesl,SYNFAM-Wtf,NC,,2026-07-21,2026-08-11,source_refresh_a
UP6ASYRKOHI28GCO,T1,address,status_update,SYNGIV-Uzylesly,SYNFAM-Wtf,,,2026-07-04,2026-08-08,correction_feed_c
UP6C3UTLAM9JDJR7,T1,address,new_record,SYNGIV-Pespy,SYNFAM-Dxtes,DE,,2026-07-08,2026-08-08,late_event_feed_d
UP6JP8PD03HH3OXM,T1,title,status_update,SYNGIV-Pwpyl,SYNFAM-Xlclgtwwl,NY,VH-5419353416,2026-07-18,2026-08-08,source_refresh_b
UP6ORZGEIYKEII5O,T1,license,record_correction,SYNGIV-Ufly,SYNFAM-Depaspyd,DE,,2026-07-03,2026-08-10,source_refresh_b
UP6PJ5LGFQ5QF5SV,T1,external,status_update,SYNGIV-Pxtwj,SYNFAM-Mfewpc,DE,,2026-07-19,2026-08-10,source_refresh_a
UP6YTFCV2BR5TEVF,T1,license,status_update,SYNGIV-Mctly,SYNFAM-Xnnfwwl,DE,,2026-07-02,2026-08-09,late_event_feed_d
UP68E0YW7NF7J38W,T1,title,record_correction,SYNGIV-Mctly,SYNFAM-Xnnfwwl,DE,VH-4077306952,2026-07-30,2026-08-10,correction_feed_c
UP6N315549VKE7F0,T1,license,new_record,SYNGIV-Nzwty,SYNFAM-Mpyytyrpc,DE,,2026-07-22,2026-08-10,correction_feed_c
UP6D255WJRVVR152,T1,external,new_record,SYNGIV-Wftd,SYNFAM-Mpyytyrpc,DE,,2026-07-29,2026-08-09,late_event_feed_d
UP6R4BJNBEN2M9JR,T1,address,record_correction,SYNGIV-Wfvp,SYNFAM-Zceprl,,,2026-07-08,2026-08-11,late_event_feed_d
UP6CPJQAWZWN8DZS,T1,title,status_update,SYNGIV-Wfvp,SYNFAM-Zceprl,PA,VH-4742791011,2026-08-04,2026-08-09,source_refresh_b
UP6Z5LF8CZ13TJH1,T1,license,status_update,SYNGIV-Cldfw,SYNFAM-Ozdd,DE,,2026-07-21,2026-08-11,late_event_feed_d
UP6MU39L5EK443A1,T1,address,record_correction,SYNGIV-A,SYNFAM-Ozdd,DE,,2026-07-08,2026-08-08,source_refresh_b
UP6OP25US0RBXBV0,T1,external,status_update,SYNGIV-A,SYNFAM-Decltrse,DE,,2026-07-03,2026-08-11,late_event_feed_d
UP6IF9Z8NB0EHQYD,T1,title,status_update,SYNGIV-Alxpwl,SYNFAM-Decltrse,DE,VH-0973064571,2026-08-05,2026-08-09,source_refresh_a
UP6OFJGDSQFLWDFE,T1,external,new_record,SYNGIV-Utww,SYNFAM-lWyrtwwp,NY,,2026-07-03,2026-08-08,late_event_feed_d
UP6CHZVAFTTO6A4Z,T1,address,record_correction,SYNGIV-Npdlc,SYNFAM-Dlwlklc,NY,,2026-06-28,2026-08-11,late_event_feed_d
UP6N5LKPAFK74UZ6,T1,external,record_correction,SYNGIV-Ltwj,SYNFAM-Gznv,DE,,2026-08-07,2026-08-09,late_event_feed_d
UP6G6FQI6NWQ6BJM,T1,address,status_update,SYNGIV-Nspwdpl,SYNFAM-Gznv,DE,,2026-08-06,2026-08-09,source_refresh_b
UP6087XME2VCYUOL,T1,address,new_record,SYNGIV-Ulsvt,SYNFAM-Mldez,DE,,2026-07-08,2026-08-11,source_refresh_b
UP6OHR1KG3M4HC9C,T1,title,new_record,SYNGIV-Ulsvt,SYNFAM-Mldez,DE,VH-7902159919,2026-07-25,2026-08-08,source_refresh_a
UP6Z08S0O3FTL5KT,T1,address,new_record,SYNGIV-Ulxkty,SYNFAM-Lnzdel,DE,,2026-07-21,2026-08-10,late_event_feed_d
UP6EIJ3DDDPHXPY6,T1,title,status_update,SYNGIV-Ulkxty,SYNFAM-Lnzdel,MD,VH-1297445953,2026-08-08,2026-08-08,source_refresh_a
UP69XDRSXZ54SUB5,T1,address,new_record,SYNGIV-Rclye,SYNFAM-Xzclwpd,DE,,2026-08-02,2026-08-10,source_refresh_a
UP6804SJUNP3EDCZ,T1,license,record_correction,SYNGIV-Dslbfteel,SYNFAM-Xzclwpd,DE,,2026-06-20,2026-08-10,correction_feed_c
UP6MECJY1XSDO117,T1,license,status_update,SYNGIV-Xljdzy,SYNFAM-Vclw,PA,,2026-07-23,2026-08-08,correction_feed_c
UP67R120IGEKER1Y,T1,address,record_correction,SYNGIV-Xljdzy,SYNFAM-VCLW,PA,,2026-07-02,2026-08-11,source_refresh_b
UP6HGBOPY2ROMWYR,T1,external,status_update,SYNGIV-Xlcnz,SYNFAM-Rclgpd,MD,,2026-08-03,2026-08-09,source_refresh_a
UP6FB9P9KRHHU655,T1,license,new_record,SYNGIV-Xlcnz,SYNFAM-Rclgpd,DE,,2026-07-03,2026-08-08,source_refresh_a
UP6JOLUJTKUEW0X0,T1,license,record_correction,SYNGIV-M,SYNFAM-Wjgpcd,PA,,2026-07-10,2026-08-10,source_refresh_a
UP67Z6O36DT3EYIA,T1,license,record_correction,SYNGIV-Opyytd,SYNFAM-Wwzjo,DE,,2026-07-09,2026-08-09,correction_feed_c
UP6JOAUJ82SI2HOL,T1,license,status_update,SYNGIV-Vzcj,SYNFAM-Xfyzk,FL,,2026-07-01,2026-08-08,late_event_feed_d
UP69UGCM2Y6R9F49,T1,title,new_record,SYNGIV-Mzyytp,SYNFAM-Xfyzk,DE,VH-9344706754,2026-06-22,2026-08-09,source_refresh_a
UP6HVE73PI94ZIXV,T1,address,status_update,SYNGIV-Ejwpc,SYNFAM-Detwwpc,NY,,2026-06-22,2026-08-08,source_refresh_a
UP6QMP83Q0TOAQ9I,T1,license,record_correction,SYNGIV-Ejwpc,SYNFAM-Detwwpc,DE,,2026-06-29,2026-08-08,source_refresh_b
UP6HN2RW6VXB0S53,T1,address,record_correction,SYNGIV-Olytpw,SYNFAM-Ogltd,DE,,2026-07-29,2026-08-08,source_refresh_b
UP6BMTCOV1S9ZHUB,T1,external,record_correction,SYNGIV-O,SYNFAM-Olgtd,MD,,2026-07-15,2026-08-08,source_refresh_a
UP6OVPNC0Q4KTXMS,T1,address,status_update,SYNGIV-N,SYNFAM-Nzwpxly,DE,,2026-06-17,2026-08-10,correction_feed_c
UP6VPX589T2RNHAM,T1,title,status_update,SYNGIV-Nzwp,SYNFAM-Nzwpxly,PA,VH-5515748368,2026-07-29,2026-08-11,late_event_feed_d
UP6VZ0LLOCQLARK7,T1,license,record_correction,SYNGIV-Czdplyy,SYNFAM-Alcvpc,PA,,2026-07-03,2026-08-08,late_event_feed_d
UP6V5OPYNKUT5S2P,T1,external,record_correction,SYNGIV-Lwptdsl,SYNFAM-Czoctrfpk,DE,,2026-07-15,2026-08-10,source_refresh_a
UP6TUXOPBZRD1BAT,T1,title,status_update,SYNGIV-P,SYNFAM-NSLYR,DE,VH-6717803018,2026-07-16,2026-08-11,source_refresh_a
UP6GHW0BL05V3PRI,T1,address,new_record,SYNGIV-Xpdvpcpx,SYNFAM-Cpddwpc,DE,,2026-07-19,2026-08-10,correction_feed_c
UP60M6DWRIA2D2GW,T1,license,record_correction,SYNGIV-Elyltcj,SYNFAM-Dslctq,NJ,,2026-08-06,2026-08-09,source_refresh_b
UP6FRJK8OJLFMGEF,T1,license,status_update,SYNGIV-Ecln,SYNFAM-Lwml,DE,,2026-07-23,2026-08-11,late_event_feed_d
UP6YAL7SYW7AJ2N9,T1,license,new_record,SYNGIV-Xlv,SYNFAM-Spxmcpp,DE,,2026-07-02,2026-08-10,source_refresh_a
UP6F7861ZKQKJJ86,T1,license,record_correction,SYNGIV-Xlv,SYNFAM-Spxmcpp,,,2026-07-23,2026-08-11,source_refresh_a
UP6I4MK6EMOEMP0W,T1,license,status_update,SYNGIV-Ulyjl,SYNFAM-Mteeypc,DE,,2026-06-19,2026-08-09,source_refresh_a
UP634TYBSCESDV9W,T1,address,record_correction,SYNGIV-Zhpy,SYNFAM-Mteeypc,DE,,2026-07-29,2026-08-10,correction_feed_c
UP67LOZDS6TSP7H4,T1,external,record_correction,SYNGIV-Xlcj,SYNFAM-Mlrmj,DE,,2026-08-03,2026-08-08,source_refresh_b
UP68VM3OJ9Q0WUJ9,T1,license,record_correction,SYNGIV-Xlcj,SYNFAM-Mlrmj,NJ,,2026-06-29,2026-08-09,correction_feed_c
UP60KHNLQSN065RL,T1,license,new_record,SYNGIV-Pwwtd,SYNFAM-Rlcntl,PA,,2026-07-05,2026-08-09,source_refresh_b
UP6NB8RDX9H276BH,T1,external,new_record,SYNGIV-Pwwtd,SYNFAM-Rlcntl,PA,,2026-07-19,2026-08-11,source_refresh_a
UP6U1YU0TQFEBDZ2,T1,address,status_update,SYNGIV-Otlyl,SYNFAM-Ofyslx,NC,,2026-07-09,2026-08-09,source_refresh_b
UP6QNOO70ZZ1Q6AB,T1,license,record_correction,SYNGIV-Otlyl,SYNFAM-Ofyslx,DE,,2026-08-06,2026-08-11,source_refresh_b
UP6REVBVOLZPRN9Z,T1,address,new_record,SYNGIV-Nlcwz,SYNFAM-Xlestd,DE,,2026-07-02,2026-08-10,source_refresh_a
UP6PCQASH6SN9XVT,T1,title,new_record,SYNGIV-Uzylesly,SYNFAM-Ozfrspcej,DE,VH-1139158799,2026-07-11,2026-08-08,source_refresh_b
UP6NEP575L2W0EMR,T1,license,status_update,SYNGIV-CTNSLCO,SYNFAM-Ednstcslce,DE,,2026-07-24,2026-08-08,correction_feed_c
UP66DVFLBHPR1DMW,T1,address,new_record,SYNGIV-zCrpc,SYNFAM-Uzsyyj,DE,,2026-07-26,2026-08-10,correction_feed_c
UP6QCEILR7ZHLCN8,T1,address,new_record,SYNGIV-Pwml,SYNFAM-OPEPCD,DE,,2026-07-18,2026-08-10,correction_feed_c
UP6GESM54DQFUSQ4,T1,title,record_correction,SYNGIV-Pwml,SYNFAM-Opepcd,PA,VH-4104630382,2026-07-07,2026-08-11,correction_feed_c
UP66Q5Y5RIZU9G6P,T1,external,new_record,SYNGIV-Spmp,SYNFAM-Qlwnz,MD,,2026-06-19,2026-08-10,late_event_feed_d
UP65CSIG53DE63KS,T1,external,record_correction,SYNGIV-Slcapc,SYNFAM-Eljwzc,MD,,2026-07-24,2026-08-09,correction_feed_c
UP628QMC6SCL4TCL,T1,external,status_update,SYNGIV-U,SYNFAM-Htwwtlxd,PA,,2026-08-08,2026-08-10,source_refresh_b
UP63HQBMLKKGXPFA,T1,external,status_update,SYNGIV-L,SYNFAM-Htwwtlxd,PA,,2026-07-05,2026-08-10,late_event_feed_d
UP691X51R09GEFKJ,T1,title,status_update,SYNGIV-Wlelyjl,SYNFAM-Wpnwltc,MD,VH-6088003294,2026-07-04,2026-08-10,late_event_feed_d
